libsecsdk.so base address:0x70225dd000
0x7022605d64[libsecsdk.so@0x28d64]		ldp	x29, x30, [sp], #32	SP=0x708b79eef0
0x7022605d68[libsecsdk.so@0x28d68]		ret	LR=0x7022605df8
0x7022605df8[libsecsdk.so@0x28df8]		ldp	x29, x30, [sp], #16	SP=0x708b79ef10
0x7022605dfc[libsecsdk.so@0x28dfc]		ret	LR=0x70225f6688
0x70225f6688[libsecsdk.so@0x19688]		mov	x19, x0	X0=0x708a81f738
0x70225f668c[libsecsdk.so@0x1968c]		ldr	x2, [sp, #192]	SP=0x708b79ef20
0x70225f6690[libsecsdk.so@0x19690]		mov	w1, #0	
0x70225f6694[libsecsdk.so@0x19694]		mov	x0, x28	X28=0x708a81f758
0x70225f6698[libsecsdk.so@0x19698]		ubfiz	x2, x2, #2, #4	X2=0x1
0x70225f669c[libsecsdk.so@0x1969c]		bl	#-68940	SP=0x708b79ef20
0x70225e5950[libsecsdk.so@0x8950]		adrp	x16, #266240	
0x70225e5954[libsecsdk.so@0x8954]		ldr	x17, [x16, #3576]	X16=0x7022626000
0x70225e5958[libsecsdk.so@0x8958]		add	x16, x16, #3576	X16=0x7022626000
0x70225e595c[libsecsdk.so@0x895c]		br	x17	X17=0x711ac12340
0x70225f66a0[libsecsdk.so@0x196a0]		ldr	x2, [sp, #192]	SP=0x708b79ef20
0x70225f66a4[libsecsdk.so@0x196a4]		mov	w1, #0	
0x70225f66a8[libsecsdk.so@0x196a8]		mov	x0, x19	X19=0x708a81f738
0x70225f66ac[libsecsdk.so@0x196ac]		ubfiz	x2, x2, #3, #4	X2=0x1
0x70225f66b0[libsecsdk.so@0x196b0]		bl	#-68960	SP=0x708b79ef20
0x70225e5950[libsecsdk.so@0x8950]		adrp	x16, #266240	
0x70225e5954[libsecsdk.so@0x8954]		ldr	x17, [x16, #3576]	X16=0x7022626000
0x70225e5958[libsecsdk.so@0x8958]		add	x16, x16, #3576	X16=0x7022626000
0x70225e595c[libsecsdk.so@0x895c]		br	x17	X17=0x711ac12340
0x70225f66b4[libsecsdk.so@0x196b4]		ldr	w1, [sp, #192]	SP=0x708b79ef20
0x70225f66b8[libsecsdk.so@0x196b8]		ldr	x12, [sp, #208]	SP=0x708b79ef20
0x70225f66bc[libsecsdk.so@0x196bc]		sub	w0, w1, #1	W1=0x1
0x70225f66c0[libsecsdk.so@0x196c0]		ldr	x4, [sp, #216]	SP=0x708b79ef20
0x70225f66c4[libsecsdk.so@0x196c4]		cmp	w0, #4	W0=0x0
0x70225f66c8[libsecsdk.so@0x196c8]		ldr	x7, [sp, #224]	SP=0x708b79ef20
0x70225f66cc[libsecsdk.so@0x196cc]		ldr	x3, [sp, #232]	SP=0x708b79ef20
0x70225f66d0[libsecsdk.so@0x196d0]		ldr	x6, [sp, #240]	SP=0x708b79ef20
0x70225f66d4[libsecsdk.so@0x196d4]		b.hi	#-364	
0x70225f66d8[libsecsdk.so@0x196d8]		adrp	x1, #94208	
0x70225f66dc[libsecsdk.so@0x196dc]		add	x1, x1, #3436	X1=0x702260d000
0x70225f66e0[libsecsdk.so@0x196e0]		ldrh	w0, [x1, w0, uxtw #1]	X1=0x702260dd6c W0=0x0
0x70225f66e4[libsecsdk.so@0x196e4]		adr	x1, #12	
0x70225f66e8[libsecsdk.so@0x196e8]		add	x0, x1, w0, sxth #2	X1=0x70225f66f0 W0=0x18ba
0x70225f66ec[libsecsdk.so@0x196ec]		br	x0	X0=0x70225fc9d8
0x70225fc9d8[libsecsdk.so@0x1f9d8]		ubfiz	x4, x4, #2, #4	X4=0x7
0x70225fc9dc[libsecsdk.so@0x1f9dc]		ldr	w0, [x25, x4]	X25=0x708a8893c0 X4=0x1c
0x70225fc9e0[libsecsdk.so@0x1f9e0]		str	w0, [x28]	W0=0x2876 X28=0x708a81f758
0x70225fc9e4[libsecsdk.so@0x1f9e4]		str	x12, [x19]	X12=0x2876 X19=0x708a81f738
0x70225fc9e8[libsecsdk.so@0x1f9e8]		b	#-25728	
0x70225f6568[libsecsdk.so@0x19568]		mov	x1, x12	X12=0x2876
0x70225f656c[libsecsdk.so@0x1956c]		cbz	x12, #392	X12=0x2876
0x70225f6570[libsecsdk.so@0x19570]		ldr	w5, [sp, #192]	SP=0x708b79ef20
0x70225f6574[libsecsdk.so@0x19574]		add	x8, sp, #287	SP=0x708b79ef20
0x70225f6578[libsecsdk.so@0x19578]		mov	w7, #0	
0x70225f657c[libsecsdk.so@0x1957c]		str	x8, [sp, #16]	X8=0x708b79f03f SP=0x708b79ef20
0x70225f6580[libsecsdk.so@0x19580]		mov	x1, x20	X20=0x708a819500
0x70225f6584[libsecsdk.so@0x19584]		mov	x2, x12	X12=0x2876
0x70225f6588[libsecsdk.so@0x19588]		mov	x3, x28	X28=0x708a81f758
0x70225f658c[libsecsdk.so@0x1958c]		mov	x4, x19	X19=0x708a81f738
0x70225f6590[libsecsdk.so@0x19590]		strb	w7, [sp]	W7=0x0 SP=0x708b79ef20
0x70225f6594[libsecsdk.so@0x19594]		mov	x0, x24	X24=0x708a81f3e8
0x70225f6598[libsecsdk.so@0x19598]		strb	w7, [sp, #8]	W7=0x0 SP=0x708b79ef20
0x70225f659c[libsecsdk.so@0x1959c]		str	x8, [sp, #192]	X8=0x708b79f03f SP=0x708b79ef20
0x70225f65a0[libsecsdk.so@0x195a0]		strb	w7, [sp, #287]	W7=0x0 SP=0x708b79ef20
0x70225f65a4[libsecsdk.so@0x195a4]		bl	#45624	SP=0x708b79ef20
0x70226017dc[libsecsdk.so@0x247dc]		sub	sp, sp, #160	SP=0x708b79ef20
0x70226017e0[libsecsdk.so@0x247e0]		uxtb	w7, w7	W7=0x0
0x70226017e4[libsecsdk.so@0x247e4]		ubfiz	x6, x6, #3, #32	X6=0x31
0x70226017e8[libsecsdk.so@0x247e8]		stp	d8, d9, [sp, #88]	SP=0x708b79ee80
0x70226017ec[libsecsdk.so@0x247ec]		str	d14, [sp, #136]	SP=0x708b79ee80
0x70226017f0[libsecsdk.so@0x247f0]		stp	d12, d13, [sp, #120]	SP=0x708b79ee80
0x70226017f4[libsecsdk.so@0x247f4]		stp	x19, x20, [sp]	X19=0x708a81f738 X20=0x708a819500 SP=0x708b79ee80
0x70226017f8[libsecsdk.so@0x247f8]		stp	d10, d11, [sp, #104]	SP=0x708b79ee80
0x70226017fc[libsecsdk.so@0x247fc]		stp	x23, x24, [sp, #32]	X23=0x708b79f068 X24=0x708a81f3e8 SP=0x708b79ee80
0x7022601800[libsecsdk.so@0x24800]		stp	x25, x26, [sp, #48]	X25=0x708a8893c0 X26=0x70228b8c00 SP=0x708b79ee80
0x7022601804[libsecsdk.so@0x24804]		stp	x21, x22, [sp, #16]	X21=0x7022625000 X22=0x708b79f088 SP=0x708b79ee80
0x7022601808[libsecsdk.so@0x24808]		stp	x27, x28, [sp, #64]	X27=0x708b79f040 X28=0x708a81f758 SP=0x708b79ee80
0x702260180c[libsecsdk.so@0x2480c]		str	x30, [sp, #80]	LR=0x70225f65a8 SP=0x708b79ee80
0x7022601810[libsecsdk.so@0x24810]		mov	x24, #0	
0x7022601814[libsecsdk.so@0x24814]		fmov	s13, w7	W7=0x0
0x7022601818[libsecsdk.so@0x24818]		ldrb	w7, [sp, #168]	SP=0x708b79ee80
0x702260181c[libsecsdk.so@0x2481c]		ldr	x8, [x0]	X0=0x708a81f3e8
0x7022601820[libsecsdk.so@0x24820]		ldrb	w26, [sp, #160]	SP=0x708b79ee80
0x7022601824[libsecsdk.so@0x24824]		fmov	s8, w7	W7=0x0
0x7022601828[libsecsdk.so@0x24828]		ldr	x7, [x8, #40]	X8=0x7022a969c0
0x702260182c[libsecsdk.so@0x2482c]		adds	x19, x7, x6	X7=0x702489e5f0 X6=0x188
0x7022601830[libsecsdk.so@0x24830]		b.eq	#472	
0x7022601834[libsecsdk.so@0x24834]		ldr	w10, [x19, #4]	X19=0x702489e778
0x7022601838[libsecsdk.so@0x24838]		ldr	x9, [x8, #16]	X8=0x7022a969c0
0x702260183c[libsecsdk.so@0x2483c]		ldr	x20, [x8, #88]	X8=0x7022a969c0
0x7022601840[libsecsdk.so@0x24840]		ldr	w8, [x9, x10, lsl #2]	X9=0x702489e070 X10=0x6c
0x7022601844[libsecsdk.so@0x24844]		add	x20, x20, x8	X20=0x702489e000 X8=0x1a36
0x7022601848[libsecsdk.so@0x24848]		ldrsb	w8, [x20], #1	X20=0x702489fa36
0x702260184c[libsecsdk.so@0x2484c]		tbnz	w8, #31, #-4	W8=0x8
0x7022601850[libsecsdk.so@0x24850]		fmov	d12, x2	X2=0x2876
0x7022601854[libsecsdk.so@0x24854]		mov	x21, x1	X1=0x708a819500
0x7022601858[libsecsdk.so@0x24858]		fmov	s14, w5	W5=0x1
0x702260185c[libsecsdk.so@0x2485c]		ldrh	w1, [x19, #2]	X19=0x702489e778
0x7022601860[libsecsdk.so@0x24860]		fmov	d11, x4	X4=0x708a81f738
0x7022601864[libsecsdk.so@0x24864]		mov	x22, x0	X0=0x708a81f3e8
0x7022601868[libsecsdk.so@0x24868]		fmov	d10, x3	X3=0x708a81f758
0x702260186c[libsecsdk.so@0x2486c]		str	x7, [sp, #152]	X7=0x702489e5f0 SP=0x708b79ee80
0x7022601870[libsecsdk.so@0x24870]		str	x6, [sp, #144]	X6=0x188 SP=0x708b79ee80
0x7022601874[libsecsdk.so@0x24874]		bl	#-9560	SP=0x708b79ee80
0x70225ff31c[libsecsdk.so@0x2231c]		sub	sp, sp, #96	SP=0x708b79ee80
0x70225ff320[libsecsdk.so@0x22320]		mov	w1, w1	W1=0x20
0x70225ff324[libsecsdk.so@0x22324]		add	x1, x1, x1, lsl #1	X1=0x20 X1=0x20
0x70225ff328[libsecsdk.so@0x22328]		stp	x21, x22, [sp, #16]	X21=0x708a819500 X22=0x708a81f3e8 SP=0x708b79ee20
0x70225ff32c[libsecsdk.so@0x2232c]		stp	x19, x20, [sp]	X19=0x702489e778 X20=0x702489fa37 SP=0x708b79ee20
0x70225ff330[libsecsdk.so@0x22330]		stp	x23, x24, [sp, #32]	X23=0x708b79f068 X24=0x0 SP=0x708b79ee20
0x70225ff334[libsecsdk.so@0x22334]		stp	x25, x26, [sp, #48]	X25=0x708a8893c0 X26=0x0 SP=0x708b79ee20
0x70225ff338[libsecsdk.so@0x22338]		stp	x27, x28, [sp, #64]	X27=0x708b79f040 X28=0x708a81f758 SP=0x708b79ee20
0x70225ff33c[libsecsdk.so@0x2233c]		str	x30, [sp, #80]	LR=0x7022601878 SP=0x708b79ee20
0x70225ff340[libsecsdk.so@0x22340]		mov	x22, x0	X0=0x708a81f3e8
0x70225ff344[libsecsdk.so@0x22344]		ldr	x0, [x0]	X0=0x708a81f3e8
0x70225ff348[libsecsdk.so@0x22348]		ldr	x23, [x0, #48]	X0=0x7022a969c0
0x70225ff34c[libsecsdk.so@0x2234c]		add	x23, x23, x1, lsl #2	X23=0x702489e3e4 X1=0x60
0x70225ff350[libsecsdk.so@0x22350]		ldr	w1, [x23, #8]	X23=0x702489e564
0x70225ff354[libsecsdk.so@0x22354]		cbnz	w1, #272	W1=0x0
0x70225ff358[libsecsdk.so@0x22358]		mov	x26, #0	
0x70225ff35c[libsecsdk.so@0x2235c]		ldr	x21, [x0, #88]	X0=0x7022a969c0
0x70225ff360[libsecsdk.so@0x22360]		ldr	x27, [x0, #24]	X0=0x7022a969c0
0x70225ff364[libsecsdk.so@0x22364]		mov	w25, w26	W26=0x0
0x70225ff368[libsecsdk.so@0x22368]		ldr	x28, [x0, #16]	X0=0x7022a969c0
0x70225ff36c[libsecsdk.so@0x2236c]		mov	x20, #3	
0x70225ff370[libsecsdk.so@0x22370]		ldr	w0, [x23, #4]	X23=0x702489e564
0x70225ff374[libsecsdk.so@0x22374]		ldr	w0, [x27, x0, lsl #2]	X27=0x702489e35c X0=0x1f
0x70225ff378[libsecsdk.so@0x22378]		ldr	w1, [x28, x0, lsl #2]	X28=0x702489e070 X0=0x49
0x70225ff37c[libsecsdk.so@0x2237c]		add	x0, x21, x1	X21=0x702489e000 X1=0x1861
0x70225ff380[libsecsdk.so@0x22380]		ldrsb	w2, [x0], #1	X0=0x702489f861
0x70225ff384[libsecsdk.so@0x22384]		tbnz	w2, #31, #-4	W2=0x2
0x70225ff388[libsecsdk.so@0x22388]		bl	#-104712	SP=0x708b79ee20
0x70225e5a80[libsecsdk.so@0x8a80]		adrp	x16, #266240	
0x70225e5a84[libsecsdk.so@0x8a84]		ldr	x17, [x16, #3728]	X16=0x7022626000
0x70225e5a88[libsecsdk.so@0x8a88]		add	x16, x16, #3728	X16=0x7022626000
0x70225e5a8c[libsecsdk.so@0x8a8c]		br	x17	X17=0x711ac12960
0x70225ff38c[libsecsdk.so@0x2238c]		add	x0, x0, x20	X0=0x2 X20=0x3
0x70225ff390[libsecsdk.so@0x22390]		bl	#27228	SP=0x708b79ee20
0x7022605dec[libsecsdk.so@0x28dec]		stp	x29, x30, [sp, #-16]!	FP=0x708b79f600 LR=0x70225ff394 SP=0x708b79ee20
0x7022605df0[libsecsdk.so@0x28df0]		mov	x29, sp	SP=0x708b79ee10
0x7022605df4[libsecsdk.so@0x28df4]		bl	#-212	SP=0x708b79ee10
0x7022605d20[libsecsdk.so@0x28d20]		stp	x29, x30, [sp, #-32]!	FP=0x708b79ee10 LR=0x7022605df8 SP=0x708b79ee10
0x7022605d24[libsecsdk.so@0x28d24]		mov	x29, sp	SP=0x708b79edf0
0x7022605d28[libsecsdk.so@0x28d28]		stp	x19, x20, [sp, #16]	X19=0x702489e778 X20=0x3 SP=0x708b79edf0
0x7022605d2c[libsecsdk.so@0x28d2c]		mov	x19, x0	X0=0x5
0x7022605d30[libsecsdk.so@0x28d30]		adrp	x20, #139264	
0x7022605d34[libsecsdk.so@0x28d34]		b	#32	
0x7022605d54[libsecsdk.so@0x28d54]		mov	x0, x19	X19=0x5
0x7022605d58[libsecsdk.so@0x28d58]		bl	#-132552	SP=0x708b79edf0
0x70225e5790[libsecsdk.so@0x8790]		adrp	x16, #266240	
0x70225e5794[libsecsdk.so@0x8794]		ldr	x17, [x16, #3352]	X16=0x7022626000
0x70225e5798[libsecsdk.so@0x8798]		add	x16, x16, #3352	X16=0x7022626000
0x70225e579c[libsecsdk.so@0x879c]		br	x17	X17=0x711abd432c
0x7022605d5c[libsecsdk.so@0x28d5c]		cbz	x0, #-36	X0=0x708a81f6a8
0x7022605d60[libsecsdk.so@0x28d60]		ldp	x19, x20, [sp, #16]	SP=0x708b79edf0
0x7022605d64[libsecsdk.so@0x28d64]		ldp	x29, x30, [sp], #32	SP=0x708b79edf0
0x7022605d68[libsecsdk.so@0x28d68]		ret	LR=0x7022605df8
0x7022605df8[libsecsdk.so@0x28df8]		ldp	x29, x30, [sp], #16	SP=0x708b79ee10
0x7022605dfc[libsecsdk.so@0x28dfc]		ret	LR=0x70225ff394
0x70225ff394[libsecsdk.so@0x22394]		mov	x24, x0	X0=0x708a81f6a8
0x70225ff398[libsecsdk.so@0x22398]		add	x21, x0, #1	X0=0x708a81f6a8
0x70225ff39c[libsecsdk.so@0x2239c]		mov	w0, #40	
0x70225ff3a0[libsecsdk.so@0x223a0]		strb	w0, [x24]	W0=0x28 X24=0x708a81f6a8
0x70225ff3a4[libsecsdk.so@0x223a4]		cbz	w25, #96	W25=0x0
0x70225ff404[libsecsdk.so@0x22404]		mov	w0, #41	
0x70225ff408[libsecsdk.so@0x22408]		strb	w0, [x21]	W0=0x29 X21=0x708a81f6a9
0x70225ff40c[libsecsdk.so@0x2240c]		add	x21, x21, #1	X21=0x708a81f6a9
0x70225ff410[libsecsdk.so@0x22410]		ldr	x0, [x22]	X22=0x708a81f3e8
0x70225ff414[libsecsdk.so@0x22414]		ldr	w3, [x23, #4]	X23=0x702489e564
0x70225ff418[libsecsdk.so@0x22418]		ldr	x2, [x0, #24]	X0=0x7022a969c0
0x70225ff41c[libsecsdk.so@0x2241c]		ldr	x1, [x0, #16]	X0=0x7022a969c0
0x70225ff420[libsecsdk.so@0x22420]		ldr	x0, [x0, #88]	X0=0x7022a969c0
0x70225ff424[libsecsdk.so@0x22424]		ldr	w2, [x2, x3, lsl #2]	X2=0x702489e35c X3=0x1f
0x70225ff428[libsecsdk.so@0x22428]		ldr	w1, [x1, x2, lsl #2]	X1=0x702489e070 X2=0x49
0x70225ff42c[libsecsdk.so@0x2242c]		add	x1, x0, x1	X0=0x702489e000 X1=0x1861
0x70225ff430[libsecsdk.so@0x22430]		ldrsb	w2, [x1], #1	X1=0x702489f861
0x70225ff434[libsecsdk.so@0x22434]		tbnz	w2, #31, #-4	W2=0x2
0x70225ff438[libsecsdk.so@0x22438]		mov	x0, x21	X21=0x708a81f6aa
0x70225ff43c[libsecsdk.so@0x2243c]		bl	#-105868	SP=0x708b79ee20
0x70225e56b0[libsecsdk.so@0x86b0]		adrp	x16, #266240	
0x70225e56b4[libsecsdk.so@0x86b4]		ldr	x17, [x16, #3240]	X16=0x7022626000
0x70225e56b8[libsecsdk.so@0x86b8]		add	x16, x16, #3240	X16=0x7022626000
0x70225e56bc[libsecsdk.so@0x86bc]		br	x17	X17=0x711ac12830
0x70225ff440[libsecsdk.so@0x22440]		mov	x0, x24	X24=0x708a81f6a8
0x70225ff444[libsecsdk.so@0x22444]		ldr	x30, [sp, #80]	SP=0x708b79ee20
0x70225ff448[libsecsdk.so@0x22448]		ldp	x19, x20, [sp]	SP=0x708b79ee20
0x70225ff44c[libsecsdk.so@0x2244c]		ldp	x21, x22, [sp, #16]	SP=0x708b79ee20
0x70225ff450[libsecsdk.so@0x22450]		ldp	x23, x24, [sp, #32]	SP=0x708b79ee20
0x70225ff454[libsecsdk.so@0x22454]		ldp	x25, x26, [sp, #48]	SP=0x708b79ee20
0x70225ff458[libsecsdk.so@0x22458]		ldp	x27, x28, [sp, #64]	SP=0x708b79ee20
0x70225ff45c[libsecsdk.so@0x2245c]		add	sp, sp, #96	SP=0x708b79ee20
0x70225ff460[libsecsdk.so@0x22460]		ret	LR=0x7022601878
0x7022601878[libsecsdk.so@0x24878]		ldrh	w23, [x19, #2]	X19=0x702489e778
0x702260187c[libsecsdk.so@0x2487c]		mov	x27, x0	X0=0x708a81f6a8
0x7022601880[libsecsdk.so@0x24880]		ldr	x0, [x22]	X22=0x708a81f3e8
0x7022601884[libsecsdk.so@0x24884]		ldr	x7, [sp, #152]	SP=0x708b79ee80
0x7022601888[libsecsdk.so@0x24888]		add	x23, x23, x23, lsl #1	X23=0x20 X23=0x20
0x702260188c[libsecsdk.so@0x2488c]		ldr	x6, [sp, #144]	SP=0x708b79ee80
0x7022601890[libsecsdk.so@0x24890]		ldr	x25, [x0, #48]	X0=0x7022a969c0
0x7022601894[libsecsdk.so@0x24894]		lsl	x23, x23, #2	X23=0x60
0x7022601898[libsecsdk.so@0x24898]		ldr	x2, [x0, #24]	X0=0x7022a969c0
0x702260189c[libsecsdk.so@0x2489c]		ldr	x1, [x0, #16]	X0=0x7022a969c0
0x70226018a0[libsecsdk.so@0x248a0]		ldr	x19, [x0, #88]	X0=0x7022a969c0
0x70226018a4[libsecsdk.so@0x248a4]		add	x0, x25, x23	X25=0x702489e3e4 X23=0x180
0x70226018a8[libsecsdk.so@0x248a8]		ldr	w0, [x0, #4]	X0=0x702489e564
0x70226018ac[libsecsdk.so@0x248ac]		ldr	w0, [x2, x0, lsl #2]	X2=0x702489e35c X0=0x1f
0x70226018b0[libsecsdk.so@0x248b0]		ldr	w0, [x1, x0, lsl #2]	X1=0x702489e070 X0=0x49
0x70226018b4[libsecsdk.so@0x248b4]		add	x19, x19, x0	X19=0x702489e000 X0=0x1861
0x70226018b8[libsecsdk.so@0x248b8]		ldrsb	w8, [x19], #1	X19=0x702489f861
0x70226018bc[libsecsdk.so@0x248bc]		tbnz	w8, #31, #-4	W8=0x2
0x70226018c0[libsecsdk.so@0x248c0]		ldrb	w1, [x19]	X19=0x702489f862
0x70226018c4[libsecsdk.so@0x248c4]		cmp	w1, #91	W1=0x5b
0x70226018c8[libsecsdk.so@0x248c8]		cset	w2, eq	
0x70226018cc[libsecsdk.so@0x248cc]		cmp	w1, #76	W1=0x5b
0x70226018d0[libsecsdk.so@0x248d0]		ldr	x1, [sp, #176]	SP=0x708b79ee80
0x70226018d4[libsecsdk.so@0x248d4]		cset	w0, eq	
0x70226018d8[libsecsdk.so@0x248d8]		orr	w0, w2, w0	W2=0x1 W0=0x0
0x70226018dc[libsecsdk.so@0x248dc]		strb	w0, [x1]	W0=0x1 X1=0x708b79f03f
0x70226018e0[libsecsdk.so@0x248e0]		fmov	w0, s8	
0x70226018e4[libsecsdk.so@0x248e4]		cbnz	w0, #424	W0=0x0
0x70226018e8[libsecsdk.so@0x248e8]		ldrh	w2, [x7, x6]	X7=0x702489e5f0 X6=0x188
0x70226018ec[libsecsdk.so@0x248ec]		mov	x0, x22	X22=0x708a81f3e8
0x70226018f0[libsecsdk.so@0x248f0]		mov	x1, x21	X21=0x708a819500
0x70226018f4[libsecsdk.so@0x248f4]		bl	#-11480	SP=0x708b79ee80
0x70225fec1c[libsecsdk.so@0x21c1c]		sub	sp, sp, #48	SP=0x708b79ee80
0x70225fec20[libsecsdk.so@0x21c20]		stp	x19, x20, [sp]	X19=0x702489f862 X20=0x702489fa37 SP=0x708b79ee50
0x70225fec24[libsecsdk.so@0x21c24]		str	x30, [sp, #16]	LR=0x70226018f8 SP=0x708b79ee50
0x70225fec28[libsecsdk.so@0x21c28]		ldr	x3, [x0]	X0=0x708a81f3e8
0x70225fec2c[libsecsdk.so@0x21c2c]		ldr	x5, [x3, #24]	X3=0x7022a969c0
0x70225fec30[libsecsdk.so@0x21c30]		ldr	x4, [x3, #16]	X3=0x7022a969c0
0x70225fec34[libsecsdk.so@0x21c34]		ldr	x0, [x3, #88]	X3=0x7022a969c0
0x70225fec38[libsecsdk.so@0x21c38]		ldr	w2, [x5, w2, uxtw #2]	X5=0x702489e35c W2=0x13
0x70225fec3c[libsecsdk.so@0x21c3c]		ldr	w2, [x4, x2, lsl #2]	X4=0x702489e070 X2=0x2e
0x70225fec40[libsecsdk.so@0x21c40]		add	x0, x0, x2	X0=0x702489e000 X2=0x16bd
0x70225fec44[libsecsdk.so@0x21c44]		ldrsb	w2, [x0], #1	X0=0x702489f6bd
0x70225fec48[libsecsdk.so@0x21c48]		tbnz	w2, #31, #-4	W2=0x12
0x70225fec4c[libsecsdk.so@0x21c4c]		str	x1, [sp, #40]	X1=0x708a819500 SP=0x708b79ee50
0x70225fec50[libsecsdk.so@0x21c50]		bl	#-2872	SP=0x708b79ee50
0x70225fe118[libsecsdk.so@0x21118]		sub	sp, sp, #64	SP=0x708b79ee50
0x70225fe11c[libsecsdk.so@0x2111c]		stp	x19, x20, [sp]	X19=0x702489f862 X20=0x702489fa37 SP=0x708b79ee10
0x70225fe120[libsecsdk.so@0x21120]		stp	x21, x22, [sp, #16]	X21=0x708a819500 X22=0x708a81f3e8 SP=0x708b79ee10
0x70225fe124[libsecsdk.so@0x21124]		str	x30, [sp, #32]	LR=0x70225fec54 SP=0x708b79ee10
0x70225fe128[libsecsdk.so@0x21128]		mov	x19, x0	X0=0x702489f6be
0x70225fe12c[libsecsdk.so@0x2112c]		bl	#-100012	SP=0x708b79ee10
0x70225e5a80[libsecsdk.so@0x8a80]		adrp	x16, #266240	
0x70225e5a84[libsecsdk.so@0x8a84]		ldr	x17, [x16, #3728]	X16=0x7022626000
0x70225e5a88[libsecsdk.so@0x8a88]		add	x16, x16, #3728	X16=0x7022626000
0x70225e5a8c[libsecsdk.so@0x8a8c]		br	x17	X17=0x711ac12960
0x70225fe130[libsecsdk.so@0x21130]		add	w2, w0, #1	W0=0x12
0x70225fe134[libsecsdk.so@0x21134]		mov	x22, x0	X0=0x12
0x70225fe138[libsecsdk.so@0x21138]		mov	w21, w0	W0=0x12
0x70225fe13c[libsecsdk.so@0x2113c]		mov	x0, x2	X2=0x13
0x70225fe140[libsecsdk.so@0x21140]		str	x2, [sp, #56]	X2=0x13 SP=0x708b79ee10
0x70225fe144[libsecsdk.so@0x21144]		bl	#31912	SP=0x708b79ee10
0x7022605dec[libsecsdk.so@0x28dec]		stp	x29, x30, [sp, #-16]!	FP=0x708b79f600 LR=0x70225fe148 SP=0x708b79ee10
0x7022605df0[libsecsdk.so@0x28df0]		mov	x29, sp	SP=0x708b79ee00
0x7022605df4[libsecsdk.so@0x28df4]		bl	#-212	SP=0x708b79ee00
0x7022605d20[libsecsdk.so@0x28d20]		stp	x29, x30, [sp, #-32]!	FP=0x708b79ee00 LR=0x7022605df8 SP=0x708b79ee00
0x7022605d24[libsecsdk.so@0x28d24]		mov	x29, sp	SP=0x708b79ede0
0x7022605d28[libsecsdk.so@0x28d28]		stp	x19, x20, [sp, #16]	X19=0x702489f6be X20=0x702489fa37 SP=0x708b79ede0
0x7022605d2c[libsecsdk.so@0x28d2c]		mov	x19, x0	X0=0x13
0x7022605d30[libsecsdk.so@0x28d30]		adrp	x20, #139264	
0x7022605d34[libsecsdk.so@0x28d34]		b	#32	
0x7022605d54[libsecsdk.so@0x28d54]		mov	x0, x19	X19=0x13
0x7022605d58[libsecsdk.so@0x28d58]		bl	#-132552	SP=0x708b79ede0
0x70225e5790[libsecsdk.so@0x8790]		adrp	x16, #266240	
0x70225e5794[libsecsdk.so@0x8794]		ldr	x17, [x16, #3352]	X16=0x7022626000
0x70225e5798[libsecsdk.so@0x8798]		add	x16, x16, #3352	X16=0x7022626000
0x70225e579c[libsecsdk.so@0x879c]		br	x17	X17=0x711abd432c
0x7022605d5c[libsecsdk.so@0x28d5c]		cbz	x0, #-36	X0=0x7022a67260
0x7022605d60[libsecsdk.so@0x28d60]		ldp	x19, x20, [sp, #16]	SP=0x708b79ede0
0x7022605d64[libsecsdk.so@0x28d64]		ldp	x29, x30, [sp], #32	SP=0x708b79ede0
0x7022605d68[libsecsdk.so@0x28d68]		ret	LR=0x7022605df8
0x7022605df8[libsecsdk.so@0x28df8]		ldp	x29, x30, [sp], #16	SP=0x708b79ee00
0x7022605dfc[libsecsdk.so@0x28dfc]		ret	LR=0x70225fe148
0x70225fe148[libsecsdk.so@0x21148]		mov	x20, x0	X0=0x7022a67260
0x70225fe14c[libsecsdk.so@0x2114c]		ldr	x2, [sp, #56]	SP=0x708b79ee10
0x70225fe150[libsecsdk.so@0x21150]		mov	w1, #0	
0x70225fe154[libsecsdk.so@0x21154]		bl	#-100356	SP=0x708b79ee10
0x70225e5950[libsecsdk.so@0x8950]		adrp	x16, #266240	
0x70225e5954[libsecsdk.so@0x8954]		ldr	x17, [x16, #3576]	X16=0x7022626000
0x70225e5958[libsecsdk.so@0x8958]		add	x16, x16, #3576	X16=0x7022626000
0x70225e595c[libsecsdk.so@0x895c]		br	x17	X17=0x711ac12340
0x70225fe158[libsecsdk.so@0x21158]		ldrb	w0, [x19]	X19=0x702489f6be
0x70225fe15c[libsecsdk.so@0x2115c]		cmp	w0, #76	W0=0x4c
0x70225fe160[libsecsdk.so@0x21160]		b.eq	#44	
0x70225fe18c[libsecsdk.so@0x2118c]		cmp	w22, #1	W22=0x12
0x70225fe190[libsecsdk.so@0x21190]		b.ls	#-28	
0x70225fe194[libsecsdk.so@0x21194]		ldrb	w3, [x19, #1]	X19=0x702489f6be
0x70225fe198[libsecsdk.so@0x21198]		mov	x2, #2	
0x70225fe19c[libsecsdk.so@0x2119c]		cmp	w3, #59	W3=0x6a
0x70225fe1a0[libsecsdk.so@0x211a0]		b.ne	#20	
0x70225fe1b4[libsecsdk.so@0x211b4]		add	x4, x20, x2	X20=0x7022a67260 X2=0x2
0x70225fe1b8[libsecsdk.so@0x211b8]		cmp	w21, w2	W21=0x12 W2=0x2
